ConsumerUnit,Time (month),Consumption (KWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1926-01-01,6327000.0,79.20000457763672,8323.262912392616,120574.0
1,1926-02-01,6201000.0,79.20000457763672,8157.508032202721,123176.0
1,1926-03-01,6141000.0,79.20000457763672,8078.577136874199,125778.0
1,1926-04-01,5832000.0,79.20000457763672,7672.083025932312,128380.0
1,1926-05-01,6396000.0,79.20000457763672,8414.033442020416,130982.0
1,1926-06-01,6369000.0,79.20000457763672,8378.514539122581,133584.0
1,1926-07-01,6486000.0,79.20000457763672,8532.429785013199,136186.0
1,1926-08-01,6381000.0,79.20000457763672,8394.300718188286,138788.0
1,1926-09-01,5985000.0,79.20000457763672,7873.356809020042,141390.0
1,1926-10-01,6210000.0,79.20000457763672,8169.347666501999,143992.0
1,1926-11-01,6027000.0,79.20000457763672,7928.608435750008,146594.0
1,1926-12-01,5970000.0,79.20000457763672,7853.624085187912,149196.0
1,1927-01-01,7899000.0,81.60000610351562,10391.252369999886,151798.0
1,1927-02-01,8574000.0,81.60000610351562,11279.224942445755,152359.0
1,1927-03-01,8064000.0,81.60000610351562,10608.31233215332,152920.0
1,1927-04-01,7568999.999999999,81.60000610351562,9957.132445693014,153481.0
1,1927-05-01,8130000.0,81.60000610351562,10695.136317014694,154042.0
1,1927-06-01,8297999.999999999,81.60000610351562,10916.142823934553,154603.0
1,1927-07-01,8523000.0,81.60000610351562,11212.133681416512,155164.0
1,1927-08-01,8241000.0,81.60000610351562,10841.15847337246,155725.0
1,1927-09-01,7740000.0,81.60000610351562,10182.085497379303,156286.0
1,1927-10-01,7935000.0,81.60000610351562,10438.610907196999,156847.0
1,1927-11-01,7812000.0,81.60000610351562,10276.802571773529,157408.0
1,1927-12-01,7827000.0,81.60000610351562,10296.53529560566,157969.0
1,1928-01-01,8985000.0,61.19999694824219,11582.507189512253,158539.0
1,1928-02-01,9348000.0,61.19999694824219,12052.432904720306,161376.0
1,1928-03-01,9054000.0,61.19999694824219,11675.941394090652,164213.0
1,1928-04-01,8697000.0,61.19999694824219,11210.572224855423,167050.0
1,1928-05-01,9342000.0,61.19999694824219,12043.749349594116,169887.0
1,1928-06-01,8943000.0,61.19999694824219,11528.059285283089,172724.0
1,1928-07-01,9561000.0,61.19999694824219,12326.398590445518,175561.0
1,1928-08-01,9567000.0,61.19999694824219,12336.461724758148,178398.0
1,1928-09-01,8619000.0,61.19999694824219,11112.890465855598,181235.0
1,1928-10-01,9054000.0,61.19999694824219,11669.610097646713,184072.0
1,1928-11-01,8685000.0,61.19999694824219,11196.077245473862,186909.0
1,1928-12-01,8478000.0,61.19999694824219,10930.102964401245,189746.0
1,1929-01-01,9264000.0,59.39999771118164,11941.476327896118,192592.0
1,1929-02-01,9081000.0,59.39999771118164,11708.770597100258,193218.0
1,1929-03-01,8994000.0,59.39999771118164,11595.577903747559,193844.0
1,1929-04-01,8541000.0,59.39999771118164,11009.4857275486,194470.0
1,1929-05-01,9366000.0,59.39999771118164,12073.530201673508,195096.0
1,1929-06-01,9327000.0,59.39999771118164,12026.036827325821,195722.0
1,1929-07-01,9498000.0,59.39999771118164,12244.865266799927,196348.0
1,1929-08-01,9342000.0,59.39999771118164,12042.573331832886,196974.0
1,1929-09-01,8763000.0,59.39999771118164,11296.629234552383,197600.0
1,1929-10-01,9096000.0,59.39999771118164,11728.017897605896,198226.0
1,1929-11-01,8826000.0,59.39999771118164,11379.731843948364,198852.0
1,1929-12-01,8742000.0,59.39999771118164,11270.838320016861,199478.0
1,1930-01-01,9768000.0,63.0,12594.834566116333,200107.0
1,1930-02-01,1.0599E7,63.0,13661.583221197128,202385.0
1,1930-03-01,9968999.999999998,63.0,12851.768083691595,204663.0
1,1930-04-01,9360000.0,63.0,12065.250091552734,206941.0
1,1930-05-01,1.0052999999999998E7,63.0,12960.917896986006,209219.0
1,1930-06-01,1.026E7,63.0,13228.314263820648,211497.0
1,1930-07-01,1.0539E7,63.0,13584.520092487335,213775.0
1,1930-08-01,1.0188E7,63.0,13135.028549194336,216053.0
1,1930-09-01,9570000.0,63.0,12336.859753131866,218331.0
1,1930-10-01,9810000.0,63.0,12644.876328706741,220609.0
1,1930-11-01,9656999.999999998,63.0,12449.848797798155,222887.0
1,1930-12-01,9677999.999999998,63.0,12476.149110317228,225165.0
1,1931-01-01,9522000.0,68.4000015258789,12276.852749347687,227444.0
1,1931-02-01,9909000.0,68.4000015258789,12772.840727090836,227601.0
1,1931-03-01,9597000.0,68.4000015258789,12372.73677277565,227758.0
1,1931-04-01,9219000.0,68.4000015258789,11884.039728999138,227915.0
1,1931-05-01,9902999.999999998,68.4000015258789,12766.380433917044,228072.0
1,1931-06-01,9480000.0,68.4000015258789,12221.262917518616,228229.0
1,1931-07-01,1.0134E7,68.4000015258789,13063.680720806122,228386.0
1,1931-08-01,1.014E7,68.4000015258789,13071.291990280151,228543.0
1,1931-09-01,9135000.0,68.4000015258789,11776.27308189869,228700.0
1,1931-10-01,9597000.0,68.4000015258789,12371.575560450554,228857.0
1,1931-11-01,9207000.0,68.4000015258789,11870.686849951744,229014.0
1,1931-12-01,8988000.0,68.4000015258789,11588.83559846878,229171.0
1,1932-01-01,1.0722E7,53.29999923706055,13823.244089841843,229337.0
1,1932-02-01,1.0314E7,53.29999923706055,13294.31110239029,231010.0
1,1932-03-01,1.0059E7,53.29999923706055,12966.622129440308,232683.0
1,1932-04-01,9774000.0,53.29999923706055,12602.77368736267,234356.0
1,1932-05-01,1.0329E7,53.29999923706055,13315.310204744339,236029.0
1,1932-06-01,1.0341E7,53.29999923706055,13332.528895497322,237702.0
1,1932-07-01,1.0722E7,53.29999923706055,13823.254315137863,239375.0
1,1932-08-01,1.0134E7,53.29999923706055,13064.799390792847,241048.0
1,1932-09-01,9741000.0,53.29999923706055,12558.518218517303,242721.0
1,1932-10-01,1.0122E7,53.29999923706055,13046.676748752594,244394.0
1,1932-11-01,9921000.0,53.29999923706055,12787.257497906685,246067.0
1,1932-12-01,1.0010999999999998E7,53.29999923706055,12907.076929092405,247740.0
1,1933-01-01,1.0965E7,54.599998474121094,14137.15320110321,249418.0
1,1933-02-01,1.1061E7,54.599998474121094,14259.812938213348,249911.0
1,1933-03-01,1.1184E7,54.599998474121094,14419.714794158936,250404.0
1,1933-04-01,1.0587E7,54.599998474121094,13646.992956519127,250897.0
1,1933-05-01,1.1262E7,54.599998474121094,14520.460031747818,251390.0
1,1933-06-01,1.1232E7,54.599998474121094,14481.72114944458,251883.0
1,1933-07-01,1.1784E7,54.599998474121094,15192.613500595093,252376.0
1,1933-08-01,1.167E7,54.599998474121094,15044.715768098831,252869.0
1,1933-09-01,1.1016E7,54.599998474121094,14200.007835388184,253362.0
1,1933-10-01,1.089E7,54.599998474121094,14035.926464796066,253855.0
1,1933-11-01,1.0608E7,54.599998474121094,13674.730344772339,254348.0
1,1933-12-01,1.0521E7,54.599998474121094,13565.176443099976,254841.0
1,1934-01-01,1.2273E7,53.29999923706055,15823.105902314186,255336.0
1,1934-02-01,1.1991E7,53.29999923706055,15460.577660679817,258028.0
1,1934-03-01,1.1661E7,53.29999923706055,15032.949127793312,260720.0
1,1934-04-01,1.1205E7,53.29999923706055,14443.919933438301,263412.0
1,1934-05-01,1.227E7,53.29999923706055,15820.241528749466,266104.0
1,1934-06-01,1.2102E7,53.29999923706055,15600.771048545837,268796.0
1,1934-07-01,1.2822E7,53.29999923706055,16529.00134563446,271488.0
1,1934-08-01,1.239E7,53.29999923706055,15971.797499656677,274180.0
1,1934-09-01,1.1601E7,53.29999923706055,14954.942348241806,276872.0
1,1934-10-01,1.1844E7,53.29999923706055,15267.022300243378,279564.0
1,1934-11-01,1.1613E7,53.29999923706055,14971.905387997627,282256.0
1,1934-12-01,1.1721E7,53.29999923706055,15109.850489616394,284948.0
1,1935-01-01,1.3422E7,53.29999923706055,17305.462537050247,287644.0
1,1935-02-01,1.4241E7,53.29999923706055,18361.041334033012,288519.0
1,1935-03-01,1.3083E7,53.29999923706055,16866.66374874115,289394.0
1,1935-04-01,1.2375E7,53.29999923706055,15954.876109957695,290269.0
1,1935-05-01,1.3542E7,53.29999923706055,17457.582120895386,291144.0
1,1935-06-01,1.3188E7,53.29999923706055,17002.832018852234,292019.0
1,1935-07-01,1.3506E7,53.29999923706055,17411.841119527817,292894.0
1,1935-08-01,1.3356E7,53.29999923706055,17219.00190639496,293769.0
1,1935-09-01,1.2336E7,53.29999923706055,15903.551445007324,294644.0
1,1935-10-01,1.2693E7,53.29999923706055,16361.9099214077,295519.0
1,1935-11-01,1.2525E7,53.29999923706055,16145.328640937805,296394.0
1,1935-12-01,1.2359999999999998E7,53.29999923706055,15932.335109710692,297269.0
1,1936-01-01,1.4411999999999998E7,40.0,18577.420693874355,298145.0
1,1936-02-01,1.5345E7,40.0,19782.145768404007,298917.0
1,1936-03-01,1.4382E7,40.0,18540.800463438034,299689.0
1,1936-04-01,1.3968E7,40.0,18008.001119613647,300461.0
1,1936-05-01,1.5198E7,40.0,19594.05798125267,301233.0
1,1936-06-01,1.4991E7,40.0,19327.382885813713,302005.0
1,1936-07-01,1.527E7,40.0,19688.815519809723,302777.0
1,1936-08-01,1.4946E7,40.0,19269.20913720131,303549.0
1,1936-09-01,1.3797E7,40.0,17787.006160855293,304321.0
1,1936-10-01,1.4223E7,40.0,18336.282387256622,305093.0
1,1936-11-01,1.3953000000000002E7,40.0,17989.10341215134,305865.0
1,1936-12-01,1.4043E7,40.0,18104.377168893814,306637.0
1,1937-01-01,1.746E7,38.0,22510.84436416626,307410.0
1,1937-02-01,1.6107E7,38.0,20764.196956157684,308403.0
1,1937-03-01,1.5897E7,38.0,20495.556200623512,309396.0
1,1937-04-01,1.4871E7,38.0,19171.171239495277,310389.0
1,1937-05-01,1.5912E7,38.0,20512.784076690674,311382.0
1,1937-06-01,1.5951E7,38.0,20564.7167211771,312375.0
1,1937-07-01,1.6671E7,38.0,21492.409337997437,313368.0
1,1937-08-01,1.6026E7,38.0,20657.760998010635,314361.0
1,1937-09-01,1.4723999999999998E7,38.0,18983.512264251705,315354.0
1,1937-10-01,1.5399000000000002E7,38.0,19852.536860346798,316347.0
1,1937-11-01,1.4781E7,38.0,19055.956933379173,317340.0
1,1937-12-01,1.4765999999999998E7,38.0,19038.273267030712,318333.0
1,1938-01-01,1.6536E7,38.0,21317.51449584961,319328.0
1,1938-02-01,1.7577E7,38.0,22660.42673742771,320216.0
1,1938-03-01,1.6709999999999998E7,38.0,21540.722411870953,321104.0
1,1938-04-01,1.6602E7,38.0,21404.215850114822,321992.0
1,1938-05-01,1.7421E7,38.0,22460.120062708855,322880.0
1,1938-06-01,1.7406E7,38.0,22437.75594305992,323768.0
1,1938-07-01,1.8639E7,38.0,24030.333274126053,324656.0
1,1938-08-01,1.7763E7,38.0,22901.286840319633,325544.0
1,1938-09-01,1.6434E7,38.0,21187.158622026443,326432.0
1,1938-10-01,1.6728E7,38.0,21564.047704696655,327320.0
1,1938-11-01,1.5945E7,38.0,20554.903696775436,328208.0
1,1938-12-01,1.731E7,38.0,22313.898861408234,329096.0
1,1939-01-01,1.869E7,33.29999923706055,24095.53248167038,329993.0
1,1939-02-01,1.9179E7,33.29999923706055,24724.891345739365,330946.0
1,1939-03-01,1.7712E7,33.29999923706055,22833.450130462646,331899.0
1,1939-04-01,1.7517E7,33.29999923706055,22582.623148083687,332852.0
1,1939-05-01,1.8594E7,33.29999923706055,23970.51715707779,333805.0
1,1939-06-01,1.9017E7,33.29999923706055,24517.24816274643,334758.0
1,1939-07-01,1.9445999999999996E7,33.29999923706055,25070.18787002563,335711.0
1,1939-08-01,1.9149E7,33.29999923706055,24688.32793557644,336664.0
1,1939-09-01,1.7883E7,33.29999923706055,23057.28248655796,337617.0
1,1939-10-01,1.7703E7,33.29999923706055,22823.685892939568,338570.0
1,1939-11-01,1.7553E7,33.29999923706055,22629.703339219093,339523.0
1,1939-12-01,1.9836E7,33.29999923706055,25571.428055763245,340476.0
1,1940-01-01,2.0163E7,31.5,25462.222943902016,341429.0
1,1940-02-01,1.995E7,31.5,25192.759680747986,342608.0
1,1940-03-01,2.0571E7,31.5,25980.793136000633,343787.0
1,1940-04-01,1.9220999999999996E7,31.5,24274.237462162968,344966.0
1,1940-05-01,2.1006E7,31.5,26531.09408712387,346145.0
1,1940-06-01,2.1834E7,31.5,27575.215230703354,347324.0
1,1940-07-01,2.2107E7,31.5,27917.894489765167,348503.0
1,1940-08-01,2.2218E7,31.5,28058.83663201332,349682.0
1,1940-09-01,2.0021999999999996E7,31.5,25287.757587432858,350861.0
1,1940-10-01,2.0142E7,31.5,25435.60529565811,352040.0
1,1940-11-01,2.1009E7,31.5,26534.344700217247,353219.0
1,1940-12-01,2.2866E7,31.5,28876.607191085815,354398.0
1,1941-01-01,2.4651000000000004E7,30.599998474121094,31132.350191831592,355584.0
1,1941-02-01,2.3244E7,30.599998474121094,29355.16890478134,356580.0
1,1941-03-01,2.2359E7,30.599998474121094,28239.84905076027,357576.0
1,1941-04-01,2.1942E7,30.599998474121094,27710.878648281097,358572.0
1,1941-05-01,2.4041999999999996E7,30.599998474121094,30362.65314030647,359568.0
1,1941-06-01,2.4948000000000004E7,30.599998474121094,31505.79113388062,360564.0
1,1941-07-01,2.5209000000000004E7,30.599998474121094,31835.703698873524,361560.0
1,1941-08-01,2.4924000000000004E7,30.599998474121094,31475.934150695804,362556.0
1,1941-09-01,2.2509E7,30.599998474121094,28428.14008820057,363552.0
1,1941-10-01,2.208E7,30.599998474121094,27886.39274597168,364548.0
1,1941-11-01,2.1429E7,30.599998474121094,27063.984248399734,365544.0
1,1941-12-01,2.5938000000000004E7,30.599998474121094,32755.136614322666,366540.0
1,1942-01-01,2.7639E7,27.899999618530273,34906.22868812084,367542.0
1,1942-02-01,2.7087E7,27.899999618530273,34207.71363937855,368004.0
1,1942-03-01,2.6829E7,27.899999618530273,33881.88341152668,368466.0
1,1942-04-01,2.5481999999999996E7,27.899999618530273,32179.50441098213,368928.0
1,1942-05-01,2.7945E7,27.899999618530273,35290.37452161312,369390.0
1,1942-06-01,2.7825E7,27.899999618530273,35138.580295443535,369852.0
1,1942-07-01,2.8332E7,27.899999618530273,35780.90483379364,370314.0
1,1942-08-01,2.7870000000000004E7,27.899999618530273,35195.9763121605,370776.0
1,1942-09-01,2.6148E7,27.899999618530273,33023.36887407303,371238.0
1,1942-10-01,2.7132000000000004E7,27.899999618530273,34262.51218271256,371700.0
1,1942-11-01,2.6334E7,27.899999618530273,33254.210473537445,372162.0
1,1942-12-01,2.8635E7,27.899999618530273,36162.349407076836,372624.0
1,1943-01-01,2.9172E7,27.0,36837.77500247955,373087.0
1,1943-02-01,3.1659E7,27.0,39984.13608562946,373376.0
1,1943-03-01,2.9775E7,27.0,37602.524346113205,373665.0
1,1943-04-01,2.7954E7,27.0,35302.17005825043,373954.0
1,1943-05-01,3.0027E7,27.0,37921.083827376366,374243.0
1,1943-06-01,3.0645E7,27.0,38702.739356160164,374532.0
1,1943-07-01,3.1473E7,27.0,39745.58570587635,374821.0
1,1943-08-01,3.0432000000000004E7,27.0,38431.64393234254,375110.0
1,1943-09-01,2.8581E7,27.0,36096.31100821495,375399.0
1,1943-10-01,2.9298E7,27.0,37003.57690572739,375688.0
1,1943-11-01,2.8845000000000004E7,27.0,36426.91645860673,375977.0
1,1943-12-01,2.8905000000000004E7,27.0,36504.117459654815,376266.0
1,1944-01-01,3.0138E7,27.0,38062.34708547592,376556.0
1,1944-02-01,3.1359E7,27.0,39603.568786382675,377263.0
1,1944-03-01,3.0378000000000004E7,27.0,38364.81784701348,377970.0
1,1944-04-01,2.9181E7,27.0,36853.60659098625,378677.0
1,1944-05-01,3.1341000000000004E7,27.0,39582.513947367675,379384.0
1,1944-06-01,3.0003E7,27.0,37889.71197795868,380091.0
1,1944-07-01,3.207E7,27.0,40500.40764212608,380798.0
1,1944-08-01,3.2097000000000004E7,27.0,40534.0422949791,381505.0
1,1944-09-01,2.8910999999999996E7,27.0,36511.84650242328,382212.0
1,1944-10-01,3.0369000000000004E7,27.0,38353.32128655911,382919.0
1,1944-11-01,2.9135999999999996E7,27.0,36794.21138763427,383626.0
1,1944-12-01,2.8443E7,27.0,35923.22789990902,384333.0
1,1945-01-01,3.2052E7,27.0,40478.940605163574,385051.0
1,1945-02-01,3.0831E7,27.0,38937.98398196697,385642.0
1,1945-03-01,3.0075E7,27.0,37982.0220887661,386233.0
1,1945-04-01,2.9219999999999996E7,27.0,36900.97297668456,386824.0
1,1945-05-01,3.0879E7,27.0,38997.84355902672,387415.0
1,1945-06-01,3.0917999999999996E7,27.0,39043.86892747878,388006.0
1,1945-07-01,3.2049000000000004E7,27.0,40471.583478212364,388597.0
1,1945-08-01,3.0290999999999996E7,27.0,38253.87904644012,389188.0
1,1945-09-01,2.9121000000000004E7,27.0,36776.12966394425,389779.0
1,1945-10-01,3.0260999999999996E7,27.0,38216.44358932971,390370.0
1,1945-11-01,2.9660999999999996E7,27.0,37457.00980961322,390961.0
1,1945-12-01,2.9928E7,27.0,37796.998646736145,391552.0
1,1946-01-01,3.1833E7,26.099998474121094,40203.257865428925,392154.0
1,1946-02-01,3.2106E7,26.099998474121094,40548.40101671219,393407.0
1,1946-03-01,3.2472E7,26.099998474121094,41011.21895313263,394660.0
1,1946-04-01,3.0732000000000004E7,26.099998474121094,38810.94440031052,395913.0
1,1946-05-01,3.2690999999999996E7,26.099998474121094,41284.33747816085,397166.0
1,1946-06-01,3.261E7,26.099998474121094,41182.8345143795,398419.0
1,1946-07-01,3.4209E7,26.099998474121094,43202.8069177866,399672.0
1,1946-08-01,3.3882E7,26.099998474121094,42788.32552027702,400925.0
1,1946-09-01,3.1977000000000004E7,26.099998474121094,40386.50536715985,402178.0
1,1946-10-01,3.1614E7,26.099998474121094,39927.03141903877,403431.0
1,1946-11-01,3.0798E7,26.099998474121094,38894.93355488777,404684.0
1,1946-12-01,3.0543000000000004E7,26.099998474121094,38573.99248588086,405937.0
1,1947-01-01,3.4767E7,25.19999885559082,43907.9942843914,407193.0
1,1947-02-01,3.3975E7,25.19999885559082,42906.83291852474,408498.0
1,1947-03-01,3.3039E7,25.19999885559082,41725.2246901989,409803.0
1,1947-04-01,3.1746E7,25.19999885559082,40093.72244024277,411108.0
1,1947-05-01,3.4761E7,25.19999885559082,43899.62113881111,412413.0
1,1947-06-01,3.4284E7,25.19999885559082,43298.71429824829,413718.0
1,1947-07-01,3.6327E7,25.19999885559082,45876.70121347904,415023.0
1,1947-08-01,3.5103E7,25.19999885559082,44331.68731892109,416328.0
1,1947-09-01,3.2864999999999996E7,25.19999885559082,41505.78816711902,417633.0
1,1947-10-01,3.3552E7,25.19999885559082,42372.16467475891,418938.0
1,1947-11-01,3.2901E7,25.19999885559082,41551.900349378586,420243.0
1,1947-12-01,3.3201E7,25.19999885559082,41929.97809445858,421548.0
1,1948-01-01,3.9459E7,28.600000381469727,49833.61759507656,422858.0
1,1948-02-01,4.1868E7,28.600000381469727,52872.69628715515,424322.0
1,1948-03-01,3.8466E7,28.600000381469727,48578.33060503006,425786.0
1,1948-04-01,3.6381E7,28.600000381469727,45942.520171523094,427250.0
1,1948-05-01,3.9813E7,28.600000381469727,50276.5627001524,428714.0
1,1948-06-01,3.8775E7,28.600000381469727,48965.739396214485,430178.0
1,1948-07-01,3.9708E7,28.600000381469727,50143.715958595276,431642.0
1,1948-08-01,3.9264E7,28.600000381469727,49586.879848480225,433106.0
1,1948-09-01,3.6273E7,28.600000381469727,45808.505605101585,434570.0
1,1948-10-01,3.732E7,28.600000381469727,47128.3135843277,436034.0
1,1948-11-01,3.6828E7,28.600000381469727,46508.16247558594,437498.0
1,1948-12-01,3.6339E7,28.600000381469727,45892.16336131096,438962.0
1,1949-01-01,4.3098E7,25.30000114440918,54427.472405433655,440431.0
1,1949-02-01,4.5894E7,25.30000114440918,57960.76880764961,442118.0
1,1949-03-01,4.3011E7,25.30000114440918,54318.63782429695,443805.0
1,1949-04-01,4.1769E7,25.30000114440918,52752.18108808994,445492.0
1,1949-05-01,4.5453E7,25.30000114440918,57402.799365878105,447179.0
1,1949-06-01,4.4829E7,25.30000114440918,56612.76430606842,448866.0
1,1949-07-01,4.5666E7,25.30000114440918,57669.674943208694,450553.0
1,1949-08-01,4.4697E7,25.30000114440918,56448.6403144598,452240.0
1,1949-09-01,4.1262E7,25.30000114440918,52108.00389575958,453927.0
1,1949-10-01,4.2537E7,25.30000114440918,53720.80362224579,455614.0
1,1949-11-01,4.173E7,25.30000114440918,52703.07028055191,457301.0
1,1949-12-01,4.1997E7,25.30000114440918,53039.63316786289,458988.0
1,1950-01-01,5.2665E7,28.599998474121094,66508.76989424229,460679.0
